"BFS",2383,2837,57463,
"Dijkstra MB",161,1688,1995,10,3,
"BFS",2383,2837,127535,
"Dijkstra One",161,1688,0,1,1,
"Floyd-pre",289,1421,326,
"Floyd-pre",289,1421,392,
"Floyd-pre",289,1421,412,
"Floyd Backtracking SB",289,1421,0,3,1,
"BFS",289,1421,0,
"Dijkstra MB",289,1421,8410,10,3,
"Floyd-pre",289,1421,395,
"Floyd LD",289,1421,0,4,2,
"BFS",289,1421,0,
"Dijkstra MB",289,1421,8235,10,3,
